blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),low std: Wavelength (nm),low std: Fluorescence 405 nm (rel),med: Wavelength (nm),med: Fluorescence 405 nm (rel),hi: Wavelength (nm),hi: Fluorescence 405 nm (rel),QC: Wavelength (nm),QC: Fluorescence 405 nm (rel),QC2: Wavelength (nm),QC2: Fluorescence 405 nm (rel),QC3: Wavelength (nm),QC3: Fluorescence 405 nm (rel),tonic1: Wavelength (nm),tonic1: Fluorescence 405 nm (rel),tonic2: Wavelength (nm),tonic2: Fluorescence 405 nm (rel),tonic3: Wavelength (nm),tonic3: Fluorescence 405 nm (rel)
734.7,0.000879974,734.7,0.009523303,734.7,0.000923503,734.7,0.000312551,734.7,0.0002844,734.7,0.00178698,734.7,0.001653927,734.7,0.000438028,734.7,0.002343297,734.7,0.001073548,734.7,0.001060506,734.7,0.000967657
735.5,0.001681716,735.5,0.003973204,735.5,0.00208026,735.5,0.000629562,735.5,0.001093006,735.5,0.001891398,735.5,0.001702379,735.5,0.001440352,735.5,0.002526082,735.5,0.001207209,735.5,0.001788214,735.5,0.000746607
736.2,0.001193949,736.2,0.003128313,736.2,0.010571862,736.2,0.000790068,736.2,0.000863509,736.2,0.001635238,736.2,0.000943407,736.2,0.001686982,736.2,0.001792107,736.2,0.001430586,736.2,0.00171802,736.2,0.001378928
737,0.00140991,737,0.00572171,737,0.003088813,737,0.000371473,737,0.001384253,737,0.001384554,737,0.00089504,737,0.001562004,737,0.001698126,737,0.001327987,737,0.001795374,737,0.002279378
737.8,0.000790995,737.8,0.009226856,737.8,0.009833113,737.8,0.000259705,737.8,0.001268131,737.8,0.001544796,737.8,0.000588672,737.8,0.001364084,737.8,0.001496756,737.8,0.001814531,737.8,0.001903079,737.8,0.002492096
738.6,0.001062643,738.6,0.002219402,738.6,0.003483296,738.6,0.000484037,738.6,0.001315918,738.6,0.001199998,738.6,0.000270622,738.6,0.000686992,738.6,0.001362018,738.6,0.001225223,738.6,0.001525545,738.6,0.001450776
739.4,0.000563872,739.4,0.002188163,739.4,0.000693915,739.4,0.000669681,739.4,0.001299286,739.4,0.001328859,739.4,0.000226384,739.4,0.001280733,739.4,0.001610559,739.4,0.000815998,739.4,0.001831777,739.4,0.001833628
740.1,0.000941284,740.1,0.006052391,740.1,0.006844869,740.1,0.000632989,740.1,0.000999137,740.1,0.000620635,740.1,5.63E-05,740.1,0.00072317,740.1,0.001876886,740.1,0.000404803,740.1,0.001221685,740.1,0.001561876
740.9,0.001165363,740.9,0.005757692,740.9,0.008647136,740.9,0.001047324,740.9,0.001275739,740.9,0.001132258,740.9,0.000414599,740.9,0.001260629,740.9,0.002473818,740.9,0.001105827,740.9,0.001381207,740.9,0.002174287
741.7,0.00097123,741.7,0.002970597,741.7,0.009342558,741.7,0.000773996,741.7,0.000772533,741.7,0.00119726,741.7,6.81E-05,741.7,0.000721266,741.7,0.002597264,741.7,0.001552211,741.7,0.001341161,741.7,0.00131288
742.5,0.00110739,742.5,0.001197186,742.5,0.010917149,742.5,0.001089223,742.5,0.001644833,742.5,0.001711433,742.5,0.000282541,742.5,0.001479907,742.5,0.002812839,742.5,0.001485245,742.5,0.000916848,742.5,0.000857567
743.2,-7.98E-05,743.2,0.006060811,743.2,0.009580912,743.2,0.000420349,743.2,0.001056835,743.2,0.001665815,743.2,0.000411826,743.2,0.001251793,743.2,0.002387447,743.2,0.001021236,743.2,0.000473555,743.2,0.00084905
744,-2.38E-05,744,0.004806549,744,0.002192408,744,0.000298092,744,0.001301316,744,0.001113077,744,0.000819892,744,0.001219917,744,0.002111911,744,0.000576124,744,0.000198053,744,0.000738837
744.8,-0.000806693,744.8,-4.87E-05,744.8,0.00899037,744.8,0.000208205,744.8,0.000229125,744.8,0.001271098,744.8,0.000458809,744.8,0.00087862,744.8,0.001712904,744.8,0.000289085,744.8,0.000723704,744.8,0.001190433
745.6,0.000502407,745.6,0.002265135,745.6,0.001707536,745.6,0.00041967,745.6,0.000704903,745.6,0.00105561,745.6,0.000922551,745.6,0.001220138,745.6,0.002012298,745.6,0.000226774,745.6,0.001182299,745.6,0.001551776
746.3,0.000437837,746.3,0.009890054,746.3,0.002529838,746.3,0.000584974,746.3,0.000102238,746.3,0.001230386,746.3,0.000173525,746.3,0.001280408,746.3,0.001502619,746.3,0.000573738,746.3,0.001058325,746.3,0.001649928
747.1,0.000986125,747.1,0.00123173,747.1,0.005214284,747.1,0.000235263,747.1,0.000189029,747.1,0.000361526,747.1,0.000386021,747.1,0.000966021,747.1,0.001334608,747.1,0.000692401,747.1,0.00070777,747.1,0.001484505
747.9,0.000902261,747.9,0.003929976,747.9,0.010775112,747.9,0.000692957,747.9,-0.000216837,747.9,0.000430919,747.9,0.000402894,747.9,0.000839969,747.9,0.001539168,747.9,0.000239179,747.9,0.001044925,747.9,0.001289571
748.7,0.001259802,748.7,0.003471474,748.7,0.005064591,748.7,0.001559351,748.7,0.000677924,748.7,0.0005043,748.7,0.001478501,748.7,0.00060082,748.7,0.001930322,748.7,0.000324605,748.7,0.001427443,748.7,0.001155489
749.4,0.001096768,749.4,0.007823892,749.4,0.007731227,749.4,0.001596876,749.4,0.000754294,749.4,0.001140287,749.4,0.001476433,749.4,0.000777926,749.4,0.0019282,749.4,0.00050777,749.4,0.001486506,749.4,0.001295511
750.2,0.000184883,750.2,0.00029213,750.2,0.000687564,750.2,0.000903667,750.2,0.001101076,750.2,0.000769062,750.2,0.00085382,750.2,0.000623652,750.2,0.002057173,750.2,0.00077879,750.2,0.000352505,750.2,0.000774486
751,-0.00019772,751,0.000292547,751,0.005451953,751,4.07E-05,751,0.000892432,751,0.000743787,751,0.000424757,751,0.00079467,751,0.002089646,751,0.000561521,751,-0.000154069,751,0.001107372
751.8,0.000298884,751.8,0.002061935,751.8,0.008477447,751.8,0.000427943,751.8,0.001169492,751.8,0.001143964,751.8,0.000514125,751.8,0.001016627,751.8,0.002234979,751.8,0.000888516,751.8,-4.23E-05,751.8,0.00128542
752.5,0.000766443,752.5,0.008671922,752.5,0.001003892,752.5,0.00071039,752.5,0.001284954,752.5,0.001152657,752.5,0.000266187,752.5,0.000624072,752.5,0.001411137,752.5,0.000778368,752.5,0.000665445,752.5,0.001040982
753.3,0.000856605,753.3,0.005715905,753.3,0.001840748,753.3,0.000429486,753.3,0.000929958,753.3,0.000873436,753.3,-0.000478733,753.3,0.00086233,753.3,0.000802149,753.3,0.00021851,753.3,0.000295005,753.3,0.001033832
754.1,0.000593758,754.1,0.008030971,754.1,0.00978504,754.1,0.000396485,754.1,0.001059775,754.1,0.00052879,754.1,-7.87E-05,754.1,0.000909474,754.1,0.000927642,754.1,-5.17E-07,754.1,0.000438505,754.1,0.000569519
754.9,0.000646114,754.9,0.000896854,754.9,0.008488749,754.9,0.000776913,754.9,0.001065635,754.9,0.001114157,754.9,0.0002216,754.9,0.001343291,754.9,0.001178049,754.9,0.000962864,754.9,6.20E-05,754.9,0.001375323
755.7,0.000669906,755.7,0.0044476,755.7,0.00128954,755.7,0.001482714,755.7,0.00096458,755.7,0.000963159,755.7,0.00072674,755.7,0.001473027,755.7,0.001407668,755.7,0.001394837,755.7,0.000424229,755.7,0.001183002
756.4,0.000594026,756.4,0.006035685,756.4,0.006346214,756.4,0.001271524,756.4,0.000380678,756.4,0.000864845,756.4,0.0001799,756.4,0.000893343,756.4,0.000873626,756.4,0.001321417,756.4,0.000493035,756.4,0.001516857
757.2,0.000543021,757.2,0.006976489,757.2,0.001707259,757.2,0.001511462,757.2,6.02E-05,757.2,0.000492701,757.2,0.000567988,757.2,0.001135889,757.2,0.001444182,757.2,0.001088711,757.2,0.000869049,757.2,0.001291886
758,0.000501513,758,0.001360913,758,0.004868389,758,0.001153122,758,-0.000143984,758,0.000658668,758,0.000669386,758,0.000443531,758,0.001130609,758,0.000711441,758,0.000607144,758,0.001412207
758.8,0.000346743,758.8,0.007163786,758.8,0.010286046,758.8,0.000914875,758.8,0.000420095,758.8,0.000590001,758.8,0.00111556,758.8,0.000752804,758.8,0.001763631,758.8,0.000474893,758.8,0.000339597,758.8,0.001415898
759.5,0.000356365,759.5,0.001222701,759.5,0.002270455,759.5,0.0003184,759.5,0.000833471,759.5,0.000561731,759.5,0.000678338,759.5,0.000384474,759.5,0.001005261,759.5,-7.25E-05,759.5,0.000188234,759.5,0.001108654
760.3,0.000804691,760.3,0.002965474,760.3,0.00645768,760.3,0.000554094,760.3,0.001373893,760.3,0.000883503,760.3,0.001551058,760.3,0.00097484,760.3,0.00178758,760.3,0.000387904,760.3,0.000919788,760.3,0.001078316
761.1,0.000971867,761.1,0.010715869,761.1,0.00877086,761.1,0.001256725,761.1,0.001202749,761.1,0.001355422,761.1,0.001333428,761.1,0.000580735,761.1,0.001558757,761.1,0.00066355,761.1,0.001124841,761.1,0.001371176
761.9,0.001369195,761.9,0.00272814,761.9,0.002354219,761.9,0.001647192,761.9,0.001190292,761.9,0.001522055,761.9,0.001246942,761.9,0.000950477,761.9,0.002176541,761.9,0.000972173,761.9,0.001430924,761.9,0.002099143
762.6,0.001095336,762.6,0.010682104,762.6,0.003713804,762.6,0.001170158,762.6,0.001126504,762.6,0.001373916,762.6,0.001138386,762.6,0.000670556,762.6,0.002241988,762.6,0.00125105,762.6,0.001041695,762.6,0.002174915
763.4,0.001368995,763.4,0.003686106,763.4,0.006817778,763.4,0.000881566,763.4,0.001337309,763.4,0.000823575,763.4,0.000692225,763.4,0.001227485,763.4,0.002503618,763.4,0.000891855,763.4,0.000847813,763.4,0.001418806
764.2,0.000898807,764.2,0.004542746,764.2,0.002921451,764.2,0.00051473,764.2,0.00078361,764.2,0.0006496,764.2,0.000949605,764.2,0.001283359,764.2,0.00205315,764.2,0.000747148,764.2,5.73E-06,764.2,0.00115783
765,0.000710002,765,0.010104552,765,0.008965349,765,0.000825272,765,0.000358939,765,-5.77E-06,765,0.000205532,765,0.000360187,765,0.001812559,765,0.000338838,765,-0.00024496,765,0.000716759
765.7,0.000744594,765.7,0.003568916,765.7,0.007075437,765.7,0.000961443,765.7,0.000671594,765.7,0.000439465,765.7,0.000995102,765.7,8.26E-06,765.7,0.001749854,765.7,0.00064805,765.7,0.00029411,765.7,0.001380635
766.5,0.000462921,766.5,0.001991903,766.5,0.003610425,766.5,0.001383943,766.5,0.001254214,766.5,0.000237853,766.5,0.00079607,766.5,-0.000350882,766.5,0.001594722,766.5,0.000628075,766.5,0.000913748,766.5,0.001172993
767.3,0.000518139,767.3,0.008023916,767.3,0.006511836,767.3,0.001767441,767.3,0.00195627,767.3,0.000954305,767.3,0.001051131,767.3,0.000819206,767.3,0.002119483,767.3,0.00070658,767.3,0.001208445,767.3,0.001328261
768.1,0.000712925,768.1,0.00973068,768.1,0.010574222,768.1,0.00083425,768.1,0.0012771,768.1,0.000752147,768.1,0.000469241,768.1,0.00066957,768.1,0.001849325,768.1,0.000681797,768.1,0.000908991,768.1,0.000430364
768.8,0.000370043,768.8,0.002312996,768.8,0.008981888,768.8,0.000623111,768.8,0.000770612,768.8,0.001136005,768.8,0.000483704,768.8,-7.72E-05,768.8,0.001712231,768.8,0.000918414,768.8,0.000756404,768.8,0.000672149
769.6,0.000517355,769.6,0.003886606,769.6,0.008101083,769.6,0.000600775,769.6,0.000322965,769.6,0.001131646,769.6,0.000357228,769.6,0.000199383,769.6,0.001380617,769.6,0.000421666,769.6,0.001118001,769.6,0.000857279
770.4,-0.000127272,770.4,0.009202818,770.4,0.006606691,770.4,0.000969324,770.4,0.000362706,770.4,0.001219521,770.4,0.000792943,770.4,0.000408716,770.4,0.001478799,770.4,-5.60E-05,770.4,0.000979482,770.4,0.001376448
771.2,0.000485654,771.2,0.001283414,771.2,0.00468713,771.2,0.000581124,771.2,0.000254255,771.2,0.00068843,771.2,0.001092561,771.2,0.000846914,771.2,0.001358351,771.2,-0.000548368,771.2,0.000825436,771.2,0.000683523
772,0.000163168,772,0.004620763,772,0.009756311,772,-0.000325863,772,-0.00027912,772,-0.000104073,772,0.000839772,772,-0.000152193,772,0.000518471,772,-0.000374973,772,-6.69E-05,772,0.000393738
772.7,0.00018211,772.7,0.001691498,772.7,0.003235953,772.7,-0.000302628,772.7,-0.000482285,772.7,-0.000758313,772.7,0.000553993,772.7,-4.46E-05,772.7,0.000249041,772.7,-0.000164076,772.7,0.000242111,772.7,0.000702789
773.5,0.000172293,773.5,0.005103207,773.5,0.005523777,773.5,-1.29E-05,773.5,-0.000423222,773.5,-0.000197386,773.5,-3.00E-05,773.5,0.000112595,773.5,0.000954564,773.5,0.000663692,773.5,0.000531858,773.5,0.001502131
774.3,0.000336389,774.3,0.002950012,774.3,0.007902161,774.3,0.00033372,774.3,0.000265108,774.3,0.000892991,774.3,0.000539556,774.3,0.000372244,774.3,0.001416578,774.3,0.000714186,774.3,0.000943051,774.3,0.001592283
775.1,0.000554922,775.1,0.009185983,775.1,0.009214474,775.1,0.000690005,775.1,0.00093391,775.1,0.001106401,775.1,8.22E-06,775.1,0.00061747,775.1,0.001830628,775.1,0.001187588,775.1,0.000653673,775.1,0.001026591
775.8,0.000807018,775.8,0.00711824,775.8,0.001621446,775.8,0.000315326,775.8,0.000975077,775.8,0.001046838,775.8,0.000632244,775.8,0.000342661,775.8,0.001404307,775.8,0.000431512,775.8,0.000496815,775.8,0.000496945
776.6,0.001157556,776.6,0.003616878,776.6,0.002413559,776.6,0.000941346,776.6,0.000719453,776.6,0.001006485,776.6,0.000192316,776.6,0.001097842,776.6,0.00161456,776.6,0.0004152,776.6,0.000874012,776.6,0.000536608
777.4,0.000715818,777.4,0.009379409,777.4,0.001053397,777.4,0.001500131,777.4,0.00059028,777.4,0.000965129,777.4,0.000315439,777.4,0.000499398,777.4,0.001233943,777.4,5.34E-06,777.4,0.000562296,777.4,0.001118651
778.2,0.000437308,778.2,0.002779943,778.2,0.008494787,778.2,0.001663184,778.2,0.001040991,778.2,0.001301293,778.2,8.69E-05,778.2,0.000851974,778.2,0.00122312,778.2,0.000152212,778.2,0.000704799,778.2,0.001472875
778.9,-4.53E-05,778.9,0.002813939,778.9,0.007461567,778.9,0.001249248,778.9,0.000798443,778.9,0.001056986,778.9,0.00027576,778.9,-2.32E-05,778.9,0.001099338,778.9,0.000506327,778.9,0.00019889,778.9,0.001275029
779.7,-0.000653022,779.7,0.002270114,779.7,0.008289687,779.7,-0.000377662,779.7,0.000317236,779.7,9.29E-05,779.7,-0.000245018,779.7,-0.000210027,779.7,0.000695587,779.7,5.27E-05,779.7,3.02E-05,779.7,0.000347923
780.5,-0.000284277,780.5,0.008935036,780.5,0.003057094,780.5,9.70E-05,780.5,0.000225485,780.5,0.000171556,780.5,-0.000408231,780.5,-0.000573805,780.5,0.000855198,780.5,0.000478257,780.5,-7.45E-05,780.5,0.00061254
781.3,-8.42E-05,781.3,0.00554659,781.3,0.004736467,781.3,0.000232458,781.3,0.001164097,781.3,0.000136608,781.3,-0.000460397,781.3,-0.000230005,781.3,0.001114645,781.3,0.000875429,781.3,0.000352797,781.3,0.000909861
782,0.000564842,782,0.00896323,782,0.008036433,782,0.000928892,782,0.001023843,782,0.001210086,782,-8.48E-06,782,0.000396676,782,0.001575256,782,0.001628714,782,0.000895147,782,0.001354105
782.8,0.000215698,782.8,0.0040712,782.8,0.008027131,782.8,0.000666721,782.8,0.000713468,782.8,0.000817077,782.8,0.000220863,782.8,0.00105477,782.8,0.001987207,782.8,0.000909451,782.8,0.000979915,782.8,0.00063999
783.6,0.00027442,783.6,0.010066925,783.6,0.001656197,783.6,0.000789166,783.6,0.000858299,783.6,0.001011844,783.6,0.000445744,783.6,0.001317559,783.6,0.001835921,783.6,0.000210582,783.6,0.001030914,783.6,0.001215281
784.4,0.000349979,784.4,0.002729407,784.4,0.001583887,784.4,0.000752772,784.4,0.001343575,784.4,0.001033969,784.4,0.000660747,784.4,0.00103922,784.4,0.001454237,784.4,7.35E-05,784.4,0.000799086,784.4,0.001270101
785.1,-0.000103855,785.1,0.005669073,785.1,0.005737249,785.1,0.000162906,785.1,0.000971453,785.1,0.000789265,785.1,0.000454802,785.1,0.000488933,785.1,0.000823008,785.1,0.000551082,785.1,0.000826408,785.1,0.001961068
785.9,3.65E-05,785.9,0.007859041,785.9,0.003896223,785.9,-8.07E-05,785.9,0.000346514,785.9,0.00087018,785.9,0.00037647,785.9,-7.32E-05,785.9,0.000715409,785.9,5.61E-05,785.9,0.000910766,785.9,0.001665815
786.7,0.000146475,786.7,0.009207519,786.7,0.002057373,786.7,-0.000574149,786.7,0.000170751,786.7,0.000656576,786.7,0.000150779,786.7,-0.000452123,786.7,0.001215446,786.7,-0.000628426,786.7,0.001465912,786.7,0.00179575
787.5,0.000246527,787.5,0.005064303,787.5,0.009810174,787.5,-0.000298527,787.5,7.11E-05,787.5,0.001030445,787.5,2.87E-05,787.5,-7.49E-05,787.5,0.001083134,787.5,-0.000842677,787.5,0.00169435,787.5,0.001319114
788.3,0.000190215,788.3,0.003636284,788.3,0.001454347,788.3,6.36E-05,788.3,-0.000224565,788.3,0.000812256,788.3,-0.00040983,788.3,0.000150313,788.3,0.001136125,788.3,-0.000613131,788.3,0.001476137,788.3,0.000929596
789,0.000697112,789,0.002743039,789,0.005490598,789,0.000617823,789,4.39E-05,789,0.001508551,789,0.000414737,789,0.000621912,789,0.00110324,789,-6.15E-05,789,0.001049822,789,0.001248818
789.8,0.001081684,789.8,0.005800103,789.8,0.002867308,789.8,0.001475861,789.8,0.000783146,789.8,0.001328356,789.8,0.000927594,789.8,0.000947953,789.8,0.00186483,789.8,0.000484134,789.8,0.000830061,789.8,0.001503365
790.6,0.000623063,790.6,0.007787657,790.6,0.005103521,790.6,0.000780519,790.6,0.000664558,790.6,0.001214102,790.6,0.000510288,790.6,0.000569387,790.6,0.001900397,790.6,0.000463671,790.6,0.000308583,790.6,0.001306475
791.4,1.13E-05,791.4,0.007492899,791.4,0.000808733,791.4,0.000745627,791.4,0.000326602,791.4,0.000759101,791.4,-3.52E-05,791.4,0.000196125,791.4,0.001784666,791.4,-0.00013603,791.4,0.000233189,791.4,0.00039776
792.1,-0.000481135,792.1,0.007722102,792.1,0.006547129,792.1,0.000173953,792.1,0.000110501,792.1,0.000162459,792.1,-0.000624051,792.1,-0.000472827,792.1,0.001530662,792.1,-0.000971999,792.1,0.000607693,792.1,0.000193711
792.9,-0.00016189,792.9,0.008927761,792.9,0.007895124,792.9,0.000237477,792.9,0.000182638,792.9,8.31E-05,792.9,0.000114455,792.9,-0.000262055,792.9,0.001817081,792.9,-0.001154626,792.9,0.000780526,792.9,0.000283922
793.7,0.000339784,793.7,0.005027013,793.7,0.004388643,793.7,1.00E-05,793.7,0.000533627,793.7,-7.55E-05,793.7,-6.24E-06,793.7,-9.61E-05,793.7,0.001665996,793.7,-0.001047886,793.7,0.000349855,793.7,0.000609933
794.5,0.000738197,794.5,0.00303639,794.5,0.002940168,794.5,0.000145866,794.5,0.000443107,794.5,0.000618155,794.5,0.000182107,794.5,0.000160285,794.5,0.001809703,794.5,-0.000431788,794.5,-0.000622158,794.5,0.000789717
795.2,0.000613625,795.2,0.006782311,795.2,0.008447208,795.2,0.000599764,795.2,0.000963334,795.2,0.000648536,795.2,-8.89E-05,795.2,0.000622794,795.2,0.001487251,795.2,-0.000170808,795.2,-0.000113255,795.2,0.001330648
796,0.000428049,796,0.003801266,796,0.008424206,796,0.000826608,796,0.001125635,796,0.000901214,796,0.000121531,796,0.001523806,796,0.001754642,796,0.000710329,796,0.000594825,796,0.001403438
796.8,0.000183161,796.8,0.000873363,796.8,0.000464438,796.8,0.001161083,796.8,0.000860879,796.8,0.000697605,796.8,0.000125479,796.8,0.001171198,796.8,0.001395124,796.8,0.000362104,796.8,0.001211705,796.8,0.000567003
797.6,0.000111866,797.6,0.000874256,797.6,0.003128843,797.6,0.000970897,797.6,0.000540736,797.6,0.000355957,797.6,9.21E-05,797.6,0.000354321,797.6,0.001291861,797.6,0.000306287,797.6,0.000189083,797.6,0.000123789
798.3,-0.000213531,798.3,0.000779946,798.3,0.001814335,798.3,0.001025988,798.3,-3.00E-05,798.3,0.000235439,798.3,-5.94E-05,798.3,-0.000638224,798.3,0.001147237,798.3,-0.000353115,798.3,-0.000157834,798.3,0.00043369
799.1,0.000175594,799.1,0.005626985,799.1,0.005783388,799.1,0.000537973,799.1,0.000880034,799.1,0.000392169,799.1,0.00052084,799.1,-0.000364532,799.1,0.001175818,799.1,-0.000679472,799.1,-0.000214681,799.1,0.001635658
799.9,0.000336229,799.9,0.005354829,799.9,0.008623283,799.9,0.000547927,799.9,0.001089699,799.9,0.000162798,799.9,0.000845889,799.9,0.000358312,799.9,0.00126666,799.9,-0.00057991,799.9,0.000280873,799.9,0.001095424
800.7,0.00065874,800.7,0.003232073,800.7,0.002372573,800.7,0.000662959,800.7,0.001357987,800.7,-8.20E-05,800.7,0.000489998,800.7,0.000337312,800.7,0.001398924,800.7,-0.000693909,800.7,0.000728217,800.7,0.00070424
801.4,0.000530105,801.4,0.002661529,801.4,0.003054903,801.4,0.000725445,801.4,0.000972784,801.4,-0.000109938,801.4,0.00036481,801.4,0.000391197,801.4,0.00200807,801.4,-0.000516029,801.4,0.000972353,801.4,0.000365542
802.2,0.000450613,802.2,0.00954609,802.2,0.005857013,802.2,0.000358398,802.2,0.000926067,802.2,0.000321934,802.2,0.000428227,802.2,0.000644902,802.2,0.002348941,802.2,-0.000131563,802.2,0.001432776,802.2,0.001525034
803,0.000152188,803,0.007740335,803,0.008045829,803,8.24E-05,803,0.001027172,803,0.000351561,803,0.00091851,803,0.000606513,803,0.002606785,803,-5.55E-05,803,0.001413347,803,0.001629596
803.8,0.000249625,803.8,0.003194872,803.8,0.005422824,803.8,0.000329605,803.8,0.00110728,803.8,0.000517847,803.8,0.00102618,803.8,0.000242437,803.8,0.001824904,803.8,0.000539628,803.8,0.00119122,803.8,0.001426382
804.6,0.000167824,804.6,0.005262261,804.6,0.005485439,804.6,0.000761727,804.6,0.000761125,804.6,0.000592698,804.6,0.000431245,804.6,-0.00014669,804.6,0.001874683,804.6,0.000263249,804.6,0.000160678,804.6,0.001324683
805.3,0.000419129,805.3,0.002566845,805.3,0.005440169,805.3,0.000870062,805.3,0.000111162,805.3,0.000537522,805.3,0.000166937,805.3,-1.21E-06,805.3,0.001690203,805.3,0.000353585,805.3,-0.000576125,805.3,0.001235827
806.1,0.000184518,806.1,0.004397872,806.1,0.003694138,806.1,0.000595046,806.1,-0.000179439,806.1,0.000376095,806.1,-4.10E-05,806.1,0.000388233,806.1,0.002258033,806.1,-8.44E-06,806.1,-0.000748876,806.1,0.000645792
806.9,-0.000220083,806.9,0.009029506,806.9,0.009658933,806.9,0.000836986,806.9,0.000650434,806.9,0.000337377,806.9,0.000140624,806.9,0.000309915,806.9,0.002426893,806.9,0.000571793,806.9,5.26E-05,806.9,0.000195591
807.7,-0.000226637,807.7,0.000442536,807.7,0.005734581,807.7,0.00093724,807.7,0.001095047,807.7,0.000172442,807.7,0.000243425,807.7,0.000640008,807.7,0.00234902,807.7,0.000523956,807.7,0.000438596,807.7,0.000833887
808.4,-0.000325595,808.4,0.002329881,808.4,0.002249243,808.4,0.000933659,808.4,0.001079392,808.4,-0.000153824,808.4,0.000701331,808.4,0.000348966,808.4,0.002091297,808.4,0.000560893,808.4,0.000216446,808.4,0.000757154
809.2,8.29E-05,809.2,0.006410358,809.2,0.004208826,809.2,0.000817989,809.2,0.000529014,809.2,-0.000166223,809.2,0.000805163,809.2,0.000548339,809.2,0.00125085,809.2,0.000366019,809.2,-0.000142852,809.2,0.000829998
810,0.000162327,810,0.003634549,810,0.007298226,810,0.000658133,810,0.001415142,810,0.000218761,810,0.001549274,810,0.000714738,810,0.001529258,810,0.000796698,810,0.000475445,810,0.000935307
810.8,0.000751143,810.8,0.009993701,810.8,0.005422474,810.8,0.000661507,810.8,0.001411747,810.8,0.000656901,810.8,0.00054449,810.8,0.000691429,810.8,0.001192651,810.8,0.000917198,810.8,0.0013166,810.8,0.001559547
811.5,0.001004286,811.5,0.006339744,811.5,0.005021478,811.5,0.000107139,811.5,0.001198162,811.5,0.000838606,811.5,0.000369801,811.5,0.000125864,811.5,0.001609286,811.5,0.000429935,811.5,0.001827051,811.5,0.001946846
812.3,0.000585976,812.3,0.004329922,812.3,0.00130471,812.3,-0.000239598,812.3,-0.000176503,812.3,0.000476269,812.3,-0.000849805,812.3,-0.000739066,812.3,0.000868096,812.3,-0.000101916,812.3,0.000778532,812.3,0.001269306
813.1,0.001203099,813.1,0.007717042,813.1,0.009765235,813.1,0.000211441,813.1,-0.00039168,813.1,0.000349719,813.1,-0.000416813,813.1,-7.63E-05,813.1,0.001014382,813.1,0.000560858,813.1,0.00077161,813.1,0.001908777
813.9,0.00108755,813.9,0.007255214,813.9,0.009060805,813.9,-0.000211553,813.9,-0.000244868,813.9,-0.000340981,813.9,-0.000771878,813.9,-6.20E-05,813.9,0.000619895,813.9,0.000835193,813.9,0.000284983,813.9,0.001182975
814.6,0.001284995,814.6,0.003511721,814.6,0.007788323,814.6,-0.000453956,814.6,0.000297802,814.6,0.000326511,814.6,9.28E-05,814.6,0.00024654,814.6,0.000812188,814.6,0.00133049,814.6,0.001081583,814.6,0.001214279
815.4,0.000425934,815.4,0.006920762,815.4,0.002163186,815.4,-0.000738959,815.4,0.000989139,815.4,0.000397997,815.4,-0.000172397,815.4,-7.46E-05,815.4,0.001486355,815.4,0.001049962,815.4,0.000476469,815.4,0.000806325
816.2,0.000579223,816.2,0.003734901,816.2,0.006843881,816.2,0.000519729,816.2,0.001060681,816.2,0.000993827,816.2,0.00050604,816.2,0.000752839,816.2,0.001995316,816.2,0.000900238,816.2,0.001046475,816.2,0.00165015
817,0.001108063,817,0.007357937,817,0.005865809,817,0.000894449,817,0.000753503,817,0.000797716,817,-3.19E-05,817,0.001004442,817,0.002350269,817,0.000569809,817,0.000741019,817,0.001930188
817.7,0.000739494,817.7,0.010270364,817.7,0.005936179,817.7,0.000911594,817.7,0.000396156,817.7,0.000480828,817.7,0.000352937,817.7,0.001381445,817.7,0.001601929,817.7,0.000444928,817.7,0.000528308,817.7,0.001163802
818.5,0.000421615,818.5,0.000452805,818.5,0.010291618,818.5,0.000508477,818.5,0.000394239,818.5,0.000619229,818.5,0.000692791,818.5,0.001036841,818.5,0.001484584,818.5,0.000453338,818.5,0.000169119,818.5,0.00045506
819.3,0.000280098,819.3,0.006610328,819.3,0.004072051,819.3,0.000610602,819.3,0.00038358,819.3,0.000815198,819.3,0.001164255,819.3,0.001088194,819.3,0.001164901,819.3,0.000822344,819.3,7.84E-05,819.3,1.22E-05
820.1,0.000623642,820.1,0.008780214,820.1,0.000765477,820.1,0.000663161,820.1,0.000553215,820.1,0.001231099,820.1,0.001467391,820.1,0.000695662,820.1,0.001449096,820.1,0.001059163,820.1,0.000929889,820.1,0.000688947
820.9,0.000820569,820.9,0.006996907,820.9,0.005887399,820.9,0.000167919,820.9,0.000559027,820.9,0.001153351,820.9,0.001394791,820.9,0.000958873,820.9,0.001948997,820.9,0.001295658,820.9,0.001290364,820.9,0.001341286
821.6,0.000398553,821.6,0.002250629,821.6,0.001926911,821.6,0.000646406,821.6,0.000625142,821.6,0.001166088,821.6,0.001115682,821.6,0.000738307,821.6,0.001793855,821.6,0.000680799,821.6,0.00097768,821.6,0.001389319
822.4,0.000487375,822.4,0.002642251,822.4,0.005628235,822.4,0.000489871,822.4,0.000352392,822.4,2.90E-05,822.4,0.000865292,822.4,0.000506873,822.4,0.001393643,822.4,-0.000222101,822.4,0.000693722,822.4,0.001585701
