blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),blank: Wavelength (nm),blank: Fluorescence 405 nm (rel),low std: Wavelength (nm),low std: Fluorescence 405 nm (rel),med: Wavelength (nm),med: Fluorescence 405 nm (rel),hi: Wavelength (nm),hi: Fluorescence 405 nm (rel),QC: Wavelength (nm),QC: Fluorescence 405 nm (rel),QC2: Wavelength (nm),QC2: Fluorescence 405 nm (rel),QC3: Wavelength (nm),QC3: Fluorescence 405 nm (rel),tonic1: Wavelength (nm),tonic1: Fluorescence 405 nm (rel),tonic2: Wavelength (nm),tonic2: Fluorescence 405 nm (rel),tonic3: Wavelength (nm),tonic3: Fluorescence 405 nm (rel)
559.1,0.002574989,559.1,0.00937897,559.1,0.009694748,559.1,0.008746404,559.1,0.014066536,559.1,0.040258042,559.1,0.009415564,559.1,0.010171308,559.1,0.009166491,559.1,0.016100151,559.1,0.016303242,559.1,0.015091804
559.9,0.00190157,559.9,0.009480773,559.9,0.010389344,559.9,0.008113328,559.9,0.013774338,559.9,0.038289638,559.9,0.009051993,559.9,0.009273851,559.9,0.009112915,559.9,0.015392871,559.9,0.015313522,559.9,0.014984718
560.7,0.001234291,560.7,0.0026505,560.7,0.005442632,560.7,0.00729911,560.7,0.01260487,560.7,0.036282755,560.7,0.008617392,560.7,0.00799803,560.7,0.008785934,560.7,0.014900002,560.7,0.014145635,560.7,0.014999879
561.5,0.001497086,561.5,0.007193851,561.5,0.006939211,561.5,0.007375812,561.5,0.012862215,561.5,0.034641763,561.5,0.009001678,561.5,0.009009988,561.5,0.009242574,561.5,0.014785638,561.5,0.013977786,561.5,0.013986526
562.3,0.001444949,562.3,0.006805237,562.3,0.010169535,562.3,0.007232579,562.3,0.012127552,562.3,0.03332824,562.3,0.008484761,562.3,0.008926224,562.3,0.008586161,562.3,0.014591831,562.3,0.013651338,562.3,0.013251038
563.1,0.001759067,563.1,0.005660183,563.1,0.002904947,563.1,0.007122078,563.1,0.01226843,563.1,0.031732779,563.1,0.008572301,563.1,0.009590713,563.1,0.008493724,563.1,0.014170357,563.1,0.013051624,563.1,0.012126042
563.9,0.001507222,563.9,0.00509593,563.9,0.003681569,563.9,0.007105991,563.9,0.012079948,563.9,0.030616231,563.9,0.008211726,563.9,0.008441338,563.9,0.008441424,563.9,0.013521984,563.9,0.013596771,563.9,0.012548944
564.7,0.001654077,564.7,0.002505626,564.7,0.004705348,564.7,0.007577308,564.7,0.012727641,564.7,0.029897727,564.7,0.008373887,564.7,0.008773123,564.7,0.008680213,564.7,0.013443752,564.7,0.013666641,564.7,0.012641233
565.5,0.001218045,565.5,0.007820976,565.5,0.008975731,565.5,0.007329066,565.5,0.012391632,565.5,0.029715204,565.5,0.007865607,565.5,0.008346651,565.5,0.008685143,565.5,0.013155112,565.5,0.013655272,565.5,0.012455912
566.3,0.001548926,566.3,0.004761687,566.3,0.002191344,566.3,0.006212968,566.3,0.012352277,566.3,0.029040807,566.3,0.007549353,566.3,0.008460868,566.3,0.008072636,566.3,0.013184579,566.3,0.012519745,566.3,0.011828477
567.1,0.001572945,567.1,0.01063582,567.1,0.004667346,567.1,0.005581104,567.1,0.012033302,567.1,0.027815151,567.1,0.007602964,567.1,0.008407756,567.1,0.007526975,567.1,0.013091246,567.1,0.012691584,567.1,0.011629162
567.9,0.001254356,567.9,0.007603957,567.9,0.009185396,567.9,0.006032316,567.9,0.011973919,567.9,0.026729421,567.9,0.007850109,567.9,0.008747898,567.9,0.007175681,567.9,0.012975036,567.9,0.012958546,567.9,0.012082973
568.6,0.001596677,568.6,0.009384914,568.6,0.008837589,568.6,0.005727019,568.6,0.011485939,568.6,0.025627166,568.6,0.007732476,568.6,0.007698594,568.6,0.006567269,568.6,0.012729847,568.6,0.012831321,568.6,0.011535579
569.4,0.001717386,569.4,0.003403896,569.4,0.005213862,569.4,0.005437479,569.4,0.010669751,569.4,0.024873198,569.4,0.007767305,569.4,0.007717929,569.4,0.00653937,569.4,0.012077108,569.4,0.012027043,569.4,0.011811934
570.2,0.001853882,570.2,0.010819542,570.2,0.006817871,570.2,0.00448504,570.2,0.009378415,570.2,0.024636662,570.2,0.007392755,570.2,0.006651986,570.2,0.006127717,570.2,0.011077746,570.2,0.01106384,570.2,0.011044166
571,0.001335708,571,0.00650166,571,0.009146992,571,0.005319456,571,0.009104659,571,0.023714362,571,0.007284338,571,0.007265095,571,0.006715004,571,0.010691175,571,0.011520187,571,0.011512567
571.8,0.000869987,571.8,0.004117342,571.8,0.001608442,571.8,0.005461154,571.8,0.008876436,571.8,0.02266255,571.8,0.006901819,571.8,0.006857602,571.8,0.006652753,571.8,0.010218551,571.8,0.011532422,571.8,0.01002567
572.6,0.001397526,572.6,0.003406336,572.6,0.003103739,572.6,0.005825542,572.6,0.009554773,572.6,0.021136331,572.6,0.006956976,572.6,0.006887795,572.6,0.006611502,572.6,0.010698736,572.6,0.012011625,572.6,0.009770582
573.4,0.001495155,573.4,0.007837741,573.4,0.005735129,573.4,0.005053095,573.4,0.009860823,573.4,0.020726367,573.4,0.006643616,573.4,0.006582177,573.4,0.006140524,573.4,0.010584699,573.4,0.011449966,573.4,0.009524696
574.2,0.001809635,574.2,0.003393234,574.2,0.006301424,574.2,0.00454671,574.2,0.009993738,574.2,0.020486348,574.2,0.006501296,574.2,0.006468276,574.2,0.006051632,574.2,0.010950023,574.2,0.012039075,574.2,0.010057152
575,0.001688769,575,0.004745575,575,0.003413407,575,0.004044445,575,0.009897944,575,0.019907649,575,0.006336577,575,0.006714265,575,0.006077193,575,0.010977367,575,0.012142203,575,0.009900226
575.8,0.001529084,575.8,0.003493467,575.8,0.009330546,575.8,0.004361353,575.8,0.009560575,575.8,0.019042808,575.8,0.005792252,575.8,0.006632187,575.8,0.005625022,575.8,0.010688911,575.8,0.011702059,575.8,0.009124659
576.6,0.0013057,576.6,0.0027327,576.6,0.010168915,576.6,0.004832998,576.6,0.008951264,576.6,0.018240543,576.6,0.005632062,576.6,0.006038998,576.6,0.005273684,576.6,0.010503287,576.6,0.010429114,576.6,0.009210114
577.4,0.000927118,577.4,0.004972851,577.4,0.006694464,577.4,0.004909311,577.4,0.008658508,577.4,0.018477172,577.4,0.005717907,577.4,0.00581318,577.4,0.005333671,577.4,0.010521483,577.4,0.009720593,577.4,0.008937181
578.2,0.000866747,578.2,0.003055073,578.2,0.001714318,578.2,0.004356032,578.2,0.007709634,578.2,0.017824205,578.2,0.006022028,578.2,0.005586955,578.2,0.005620617,578.2,0.010204324,578.2,0.009475843,578.2,0.008980073
579,0.00109506,579,0.009319831,579,0.008879412,579,0.004230481,579,0.007761414,579,0.017133801,579,0.005882693,579,0.00540888,579,0.005356449,579,0.009703371,579,0.009303771,579,0.008228598
579.8,0.001526565,579.8,0.010777198,579.8,0.00686783,579.8,0.004589681,579.8,0.007647975,579.8,0.016216289,579.8,0.005485999,579.8,0.005871396,579.8,0.005244722,579.8,0.009567556,579.8,0.009417624,579.8,0.008788411
580.6,0.001909791,580.6,0.005118364,580.6,0.004841877,580.6,0.004909643,580.6,0.008888004,580.6,0.016450146,580.6,0.005551219,580.6,0.006522195,580.6,0.005645721,580.6,0.009633382,580.6,0.009531648,580.6,0.009400034
581.4,0.001559698,581.4,0.006595596,581.4,0.011333871,581.4,0.004461095,581.4,0.00873609,581.4,0.016182095,581.4,0.005133601,581.4,0.005883209,581.4,0.005544932,581.4,0.009449536,581.4,0.009725779,581.4,0.008935534
582.2,0.001157059,582.2,0.005368615,582.2,0.009063766,582.2,0.003850851,582.2,0.008562168,582.2,0.015385411,582.2,0.004722207,582.2,0.005545825,582.2,0.004960472,582.2,0.008485243,582.2,0.009446783,582.2,0.008178749
583,0.000564872,583,0.003571654,583,0.005467487,583,0.003818948,583,0.0077638,583,0.014696842,583,0.005038914,583,0.004908618,583,0.004385284,583,0.00829725,583,0.009258734,583,0.007203921
583.8,0.001042268,583.8,0.009503606,583.8,0.005696942,583.8,0.003669916,583.8,0.008159363,583.8,0.014314864,583.8,0.005533179,583.8,0.005668914,583.8,0.004424012,583.8,0.008620551,583.8,0.009405643,583.8,0.008258075
584.6,0.000885715,584.6,0.005338448,584.6,0.005215245,584.6,0.003559777,584.6,0.007541124,584.6,0.014413626,584.6,0.005824194,584.6,0.004750273,584.6,0.004612605,584.6,0.008908031,584.6,0.00878134,584.6,0.008239063
585.4,0.001179654,585.4,0.006744046,585.4,0.007738732,585.4,0.003769357,585.4,0.00706798,585.4,0.013333538,585.4,0.00516507,585.4,0.00445361,585.4,0.004354685,585.4,0.008350519,585.4,0.008442514,585.4,0.008320385
586.2,0.001363179,586.2,0.002033372,586.2,0.006160259,586.2,0.00426276,586.2,0.006204451,586.2,0.012759136,586.2,0.004850011,586.2,0.004293538,586.2,0.004250577,586.2,0.008310024,586.2,0.007491135,586.2,0.007500735
587,0.001159606,587,0.002522884,587,0.008494054,587,0.003762058,587,0.006102276,587,0.012008436,587,0.004819344,587,0.004726925,587,0.004092519,587,0.007515593,587,0.007400962,587,0.006931033
587.8,0.001089011,587.8,0.003370648,587.8,0.008940569,587.8,0.003933379,587.8,0.006107441,587.8,0.012507765,587.8,0.004800404,587.8,0.004869837,587.8,0.004543637,587.8,0.007847044,587.8,0.007348446,587.8,0.006874213
588.5,0.00116173,588.5,0.009943304,588.5,0.007863446,588.5,0.003986437,588.5,0.00663241,588.5,0.012430383,588.5,0.00456939,588.5,0.005535941,588.5,0.005510198,588.5,0.007375974,588.5,0.007621217,588.5,0.006729397
589.2,0.001329279,589.2,0.008390872,589.2,0.005370868,589.2,0.004793282,589.2,0.006352079,589.2,0.012240384,589.2,0.004779591,589.2,0.005308848,589.2,0.005773912,589.2,0.008358073,589.2,0.007421098,589.2,0.007629607
590,0.001504743,590,0.011373259,590,0.011138802,590,0.003813155,590,0.006175298,590,0.011888723,590,0.005019585,590,0.005646134,590,0.00510117,590,0.007879031,590,0.007556866,590,0.007271124
590.7,0.000794738,590.7,0.00143152,590.7,0.007918556,590.7,0.003273178,590.7,0.005757988,590.7,0.011512532,590.7,0.004791888,590.7,0.004186375,590.7,0.004346588,590.7,0.008238795,590.7,0.007644646,590.7,0.007241014
591.5,0.000932197,591.5,0.005927452,591.5,0.010525019,591.5,0.00247982,591.5,0.006117796,591.5,0.010989333,591.5,0.004114555,591.5,0.00395931,591.5,0.004126391,591.5,0.007334658,591.5,0.007528207,591.5,0.005673324
592.2,0.001135896,592.2,0.004254805,592.2,0.008393619,592.2,0.002800637,592.2,0.006232988,592.2,0.010787892,592.2,0.004301995,592.2,0.004134694,592.2,0.00506791,592.2,0.007927643,592.2,0.008246878,592.2,0.006096677
592.9,0.001342502,592.9,0.001556801,592.9,0.007938589,592.9,0.002847335,592.9,0.005371,592.9,0.011045739,592.9,0.004337703,592.9,0.004726545,592.9,0.00494531,592.9,0.007022837,592.9,0.007919805,592.9,0.005884678
593.7,0.00140392,593.7,0.002870078,593.7,0.006793637,593.7,0.002690025,593.7,0.005338425,593.7,0.011107646,593.7,0.005042962,593.7,0.004528701,593.7,0.004918777,593.7,0.007094368,593.7,0.007975805,593.7,0.006384122
594.4,0.00055008,594.4,0.001772303,594.4,0.00641356,594.4,0.002484464,594.4,0.004911634,594.4,0.010418331,594.4,0.004918349,594.4,0.003735154,594.4,0.003832523,594.4,0.006533292,594.4,0.00646515,594.4,0.006678786
595.2,0.000765304,595.2,0.005056303,595.2,0.007362345,595.2,0.002396638,595.2,0.005961916,595.2,0.0096624,595.2,0.005218781,595.2,0.003328786,595.2,0.004232826,595.2,0.006751928,595.2,0.006726833,595.2,0.006322335
595.9,0.000507923,595.9,0.003720837,595.9,0.001324494,595.9,0.002568973,595.9,0.006259301,595.9,0.009435681,595.9,0.004297864,595.9,0.003650983,595.9,0.004331227,595.9,0.006381256,595.9,0.006986381,595.9,0.006523314
596.6,0.000514079,596.6,0.004386622,596.6,0.008192765,596.6,0.002119547,596.6,0.005819036,596.6,0.008870321,596.6,0.003193159,596.6,0.002954392,596.6,0.00435428,596.6,0.005627618,596.6,0.006726842,596.6,0.005165322
597.4,-0.000151379,597.4,0.005736514,597.4,0.009174909,597.4,0.002411263,597.4,0.005390897,597.4,0.008773449,597.4,0.002638611,597.4,0.002807035,597.4,0.003452753,597.4,0.005470654,597.4,0.006491484,597.4,0.005604085
598.1,0.000218614,598.1,0.007566745,598.1,0.001181074,598.1,0.002486019,598.1,0.004531667,598.1,0.008386875,598.1,0.00294494,598.1,0.002854249,598.1,0.003228807,598.1,0.005574722,598.1,0.006408761,598.1,0.005387055
598.9,0.000702346,598.9,0.006429494,598.9,0.002352301,598.9,0.003329117,598.9,0.004895502,598.9,0.008772806,598.9,0.003687371,598.9,0.003624218,598.9,0.003639802,598.9,0.006029975,598.9,0.007163759,598.9,0.006574976
599.6,0.001201946,599.6,0.011019765,599.6,0.009326469,599.6,0.002889466,599.6,0.005013008,599.6,0.008769955,599.6,0.003794488,599.6,0.003675365,599.6,0.004019861,599.6,0.00673131,599.6,0.007333897,599.6,0.006661567
600.3,0.000909892,600.3,0.005145893,600.3,0.001593929,600.3,0.00310543,600.3,0.005059363,600.3,0.00864671,600.3,0.00360233,600.3,0.00368727,600.3,0.004225499,600.3,0.00717547,600.3,0.006782712,600.3,0.006886164
601.1,0.001483451,601.1,0.006195989,601.1,0.002880659,601.1,0.002569079,601.1,0.004918991,601.1,0.008866953,601.1,0.00352573,601.1,0.003485823,601.1,0.004296966,601.1,0.007137473,601.1,0.006949647,601.1,0.006354829
601.8,0.001091353,601.8,0.005151469,601.8,0.00494236,601.8,0.003107715,601.8,0.00392764,601.8,0.008706459,601.8,0.003187874,601.8,0.003287448,601.8,0.004269067,601.8,0.006340705,601.8,0.006537744,601.8,0.005874047
602.6,0.001534777,602.6,0.008843084,602.6,0.004046288,602.6,0.002800362,602.6,0.00405596,602.6,0.008784017,602.6,0.00271607,602.6,0.003368407,602.6,0.004701323,602.6,0.006456129,602.6,0.006806427,602.6,0.005772494
603.3,0.001024209,603.3,0.003366786,603.3,0.009199252,603.3,0.003457324,603.3,0.004428796,603.3,0.008402637,603.3,0.003314483,603.3,0.003412336,603.3,0.004667768,603.3,0.006884082,603.3,0.006516303,603.3,0.005062195
604,0.000763102,604,0.004195464,604,0.002811452,604,0.002394513,604,0.005154971,604,0.00843032,604,0.00323058,604,0.003815723,604,0.004297079,604,0.006304036,604,0.00607059,604,0.005196856
604.8,0.000136998,604.8,0.009287156,604.8,0.00206819,604.8,0.002252786,604.8,0.00475198,604.8,0.008259227,604.8,0.002917419,604.8,0.002896458,604.8,0.004195509,604.8,0.005541904,604.8,0.005372195,604.8,0.004443508
605.5,2.68E-05,605.5,0.006297703,605.5,0.004994856,605.5,0.001968678,605.5,0.004849152,605.5,0.008475116,605.5,0.002232167,605.5,0.003132256,605.5,0.003480963,605.5,0.004742112,605.5,0.0043047,605.5,0.004849711
606.3,0.000737043,606.3,0.00875181,606.3,0.005710785,606.3,0.002849557,606.3,0.00470329,606.3,0.008432064,606.3,0.002460525,606.3,0.003075753,606.3,0.003774013,606.3,0.005117934,606.3,0.004343012,606.3,0.004507569
607,0.001212871,607,0.004889648,607,0.00604767,607,0.002871846,607,0.004928927,607,0.007738526,607,0.002976108,607,0.003655961,607,0.003016358,607,0.005258372,607,0.004851872,607,0.004433576
607.7,0.000474322,607.7,0.00445712,607.7,0.003585745,607.7,0.002048853,607.7,0.004204847,607.7,0.007228688,607.7,0.002129004,607.7,0.003182465,607.7,0.003028447,607.7,0.00497937,607.7,0.005253013,607.7,0.003595016
608.5,0.000691327,608.5,0.004164298,608.5,0.004305098,608.5,0.001504009,608.5,0.003847864,608.5,0.007130235,608.5,0.0022962,608.5,0.00290117,608.5,0.002801382,608.5,0.00457165,608.5,0.006173811,608.5,0.003876836
609.2,0.000531306,609.2,0.008816112,609.2,0.002257133,609.2,0.001522119,609.2,0.003679799,609.2,0.007165895,609.2,0.001962126,609.2,0.002515385,609.2,0.002829701,609.2,0.004078956,609.2,0.005860895,609.2,0.004320009
610,0.001580621,610,0.010856114,610,0.010039592,610,0.001689011,610,0.004017219,610,0.007239973,610,0.00260082,610,0.002048664,610,0.003279016,610,0.00425109,610,0.006428247,610,0.005462415
610.7,0.001378726,610.7,0.011102169,610.7,0.002224454,610.7,0.001837483,610.7,0.004154342,610.7,0.006697652,610.7,0.002686387,610.7,0.002153207,610.7,0.003495389,610.7,0.004667119,610.7,0.005427998,610.7,0.005244762
611.4,0.001271189,611.4,0.008335666,611.4,0.00622546,611.4,0.00140885,611.4,0.00390319,611.4,0.006453532,611.4,0.002474753,611.4,0.001636778,611.4,0.004019026,611.4,0.00448573,611.4,0.004889372,611.4,0.005417244
612.2,0.001304585,612.2,0.008184826,612.2,0.001461926,612.2,0.002498744,612.2,0.004510361,612.2,0.006609847,612.2,0.00303525,612.2,0.003186489,612.2,0.004497919,612.2,0.006021162,612.2,0.005186698,612.2,0.005727552
612.9,0.001258731,612.9,0.001806798,612.9,0.008614405,612.9,0.002339193,612.9,0.00474507,612.9,0.006960711,612.9,0.003109009,612.9,0.003545231,612.9,0.004696467,612.9,0.005932942,612.9,0.005374027,612.9,0.005498139
613.7,0.000543561,613.7,0.010501884,613.7,0.000552775,613.7,0.002559821,613.7,0.00470729,613.7,0.007118253,613.7,0.003203898,613.7,0.003819177,613.7,0.003833038,613.7,0.006131001,613.7,0.005450721,613.7,0.004822356
614.4,0.000180558,614.4,0.003998335,614.4,0.004428437,614.4,0.001996811,614.4,0.004039805,614.4,0.006639796,614.4,0.002386851,614.4,0.003280085,614.4,0.002724939,614.4,0.004982107,614.4,0.004827029,614.4,0.004042087
615.2,-2.40E-05,615.2,0.005271332,615.2,0.005350832,615.2,0.001812074,615.2,0.004024647,615.2,0.006420617,615.2,0.001628805,615.2,0.003280422,615.2,0.002459284,615.2,0.004283453,615.2,0.004736977,615.2,0.003723057
615.9,0.000465383,615.9,0.007730412,615.9,0.004507241,615.9,0.002050293,615.9,0.004493907,615.9,0.006282387,615.9,0.002130447,615.9,0.003309637,615.9,0.002379905,615.9,0.004304199,615.9,0.004991963,615.9,0.003414844
616.6,-2.76E-05,616.6,0.003065309,616.6,0.000313443,616.6,0.002060167,616.6,0.003887399,616.6,0.006269138,616.6,0.002355565,616.6,0.002635078,616.6,0.002833187,616.6,0.004098035,616.6,0.005146565,616.6,0.003518604
617.4,-0.000614214,617.4,-0.000426908,617.4,0.000620101,617.4,0.001611145,617.4,0.002997464,617.4,0.005709624,617.4,0.002222476,617.4,0.001810661,617.4,0.001859818,617.4,0.004510638,617.4,0.004855733,617.4,0.002805181
618.1,-2.21E-05,618.1,0.005420542,618.1,0.003420214,618.1,0.001589308,618.1,0.002511516,618.1,0.006171208,618.1,0.002091259,618.1,0.001768146,618.1,0.002193482,618.1,0.004286247,618.1,0.004927437,618.1,0.003230008
618.9,0.00056004,618.9,0.002105629,618.9,0.003947967,618.9,0.001000721,618.9,0.002767488,618.9,0.005397753,618.9,0.002336019,618.9,0.001252741,618.9,0.002383152,618.9,0.004067103,618.9,0.004611906,618.9,0.002809369
619.6,0.000889663,619.6,0.003993392,619.6,0.001731934,619.6,0.001790132,619.6,0.002603127,619.6,0.005500527,619.6,0.002387717,619.6,0.001597063,619.6,0.002941954,619.6,0.004137901,619.6,0.004699972,619.6,0.004050084
620.3,-9.72E-05,620.3,0.001595353,620.3,0.0030706,620.3,0.001301798,620.3,0.002613282,620.3,0.005336766,620.3,0.002484829,620.3,0.001518542,620.3,0.002840185,620.3,0.004179909,620.3,0.004120374,620.3,0.004204876
621.1,0.000319731,621.1,0.007787342,621.1,0.000428166,621.1,0.002224165,621.1,0.002920969,621.1,0.006463404,621.1,0.002329293,621.1,0.002164542,621.1,0.003147884,621.1,0.004443768,621.1,0.004351512,621.1,0.004829493
621.8,0.00036399,621.8,0.005843007,621.8,0.000675587,621.8,0.002047167,621.8,0.003024665,621.8,0.00626837,621.8,0.002470867,621.8,0.001801566,621.8,0.003455641,621.8,0.004133338,621.8,0.004478471,621.8,0.004216855
622.6,0.000572005,622.6,0.005726143,622.6,0.001926339,622.6,0.001846198,622.6,0.002064289,622.6,0.005961474,622.6,0.002328444,622.6,0.001846844,622.6,0.002552089,622.6,0.003399398,622.6,0.004331732,622.6,0.003437282
623.3,0.000762928,623.3,0.002426263,623.3,0.004264581,623.3,0.001583325,623.3,0.002148364,623.3,0.005430596,623.3,0.002590719,623.3,0.001821592,623.3,0.002431228,623.3,0.003842407,623.3,0.004246062,623.3,0.003251797
624,0.001194671,624,0.001688098,624,0.002884829,624,0.000629855,624,0.002499059,624,0.005171497,624,0.002322409,624,0.001896838,624,0.002129359,624,0.003838269,624,0.004757548,624,0.003390618
624.8,0.002190362,624.8,0.008046208,624.8,0.005007596,624.8,0.000577127,624.8,0.002892951,624.8,0.004897207,624.8,0.001849483,624.8,0.002032533,624.8,0.002695439,624.8,0.003985011,624.8,0.005032482,624.8,0.004070231
625.5,0.001409266,625.5,0.007341586,625.5,0.009044662,625.5,0.000119695,625.5,0.002674822,625.5,0.004980358,625.5,0.001446281,625.5,0.002299037,625.5,0.002566834,625.5,0.00303778,625.5,0.004864278,625.5,0.003963145
626.3,0.000781018,626.3,0.007126703,626.3,0.004497824,626.3,0.001033998,626.3,0.002453663,626.3,0.004845179,626.3,0.001402493,626.3,0.001868728,626.3,0.002719253,626.3,0.002642731,626.3,0.004140338,626.3,0.004081935
627,0.000107393,627,0.008907062,627,0.004897597,627,0.001276364,627,0.002917434,627,0.00474105,627,0.001855813,627,0.002000998,627,0.003152924,627,0.003214131,627,0.004101556,627,0.003747008
627.7,0.000165764,627.7,0.004347959,627.7,0.004767878,627.7,0.001401916,627.7,0.002837277,627.7,0.003927465,627.7,0.001466569,627.7,0.001814928,627.7,0.003190715,627.7,0.002935117,627.7,0.004039509,627.7,0.003427546
628.5,0.000670765,628.5,0.010396731,628.5,0.000946406,628.5,0.001196685,628.5,0.002605366,628.5,0.003920251,628.5,0.001256173,628.5,0.001762938,628.5,0.003029399,628.5,0.003190472,628.5,0.004089977,628.5,0.002820288
629.2,0.000705188,629.2,0.002339024,629.2,0.008102052,629.2,0.000952174,629.2,0.002702598,629.2,0.00423354,629.2,0.001627189,629.2,0.00163894,629.2,0.002720289,629.2,0.00298036,629.2,0.004304261,629.2,0.003025126
630,0.00071329,630,0.002196532,630,0.002148315,630,0.000915513,630,0.002368953,630,0.004770276,630,0.002022703,630,0.001598844,630,0.002623389,630,0.003035841,630,0.004435519,630,0.00271559
630.7,0.000309705,630.7,0.009371265,630.7,0.00071621,630.7,0.000881249,630.7,0.00312154,630.7,0.00507778,630.7,0.001841226,630.7,0.001544779,630.7,0.002366153,630.7,0.002641723,630.7,0.004529523,630.7,0.002932704
631.4,0.000387365,631.4,0.007472807,631.4,0.008440683,631.4,0.000983886,631.4,0.002509669,631.4,0.004645017,631.4,0.001059732,631.4,0.001378827,631.4,0.002395642,631.4,0.002092689,631.4,0.003877218,631.4,0.002280367
632.2,0.000404231,632.2,0.007165747,632.2,0.002523117,632.2,0.001147953,632.2,0.002548018,632.2,0.004611872,632.2,0.001243598,632.2,0.001259654,632.2,0.001530059,632.2,0.002336799,632.2,0.003559994,632.2,0.002799097
632.9,0.000497901,632.9,0.005933703,632.9,0.002364552,632.9,0.001029851,632.9,0.002139809,632.9,0.004562681,632.9,0.002157715,632.9,0.001857821,632.9,0.002083463,632.9,0.002382281,632.9,0.003497017,632.9,0.002938422
633.7,0.00075429,633.7,0.004331319,633.7,0.002740768,633.7,0.001277639,633.7,0.002391059,633.7,0.005115291,633.7,0.002575122,633.7,0.001709602,633.7,0.001641676,633.7,0.002332215,633.7,0.003836102,633.7,0.003447098
634.4,0.000730442,634.4,0.008481186,634.4,0.000829825,634.4,0.001122025,634.4,0.002588246,634.4,0.004964388,634.4,0.001864992,634.4,0.001865551,634.4,0.002777237,634.4,0.002449354,634.4,0.003955646,634.4,0.002982197
635.1,0.000833759,635.1,0.010490794,635.1,0.003330141,635.1,0.001069541,635.1,0.002479841,635.1,0.004666656,635.1,0.001274505,635.1,0.002238335,635.1,0.002038708,635.1,0.002464045,635.1,0.003352294,635.1,0.002750702
635.9,0.000168677,635.9,0.009835323,635.9,0.008867874,635.9,0.001086224,635.9,0.002729786,635.9,0.004087599,635.9,0.00073854,635.9,0.002625154,635.9,0.002490952,635.9,0.003148704,635.9,0.003041833,635.9,0.003088446
636.6,4.78E-05,636.6,0.005679207,636.6,0.006764246,636.6,0.000685661,636.6,0.002783063,636.6,0.003933521,636.6,0.001049045,636.6,0.001996591,636.6,0.002161108,636.6,0.003132285,636.6,0.002576017,636.6,0.002689784
637.4,-0.000439801,637.4,0.008286414,637.4,0.008488776,637.4,0.000650038,637.4,0.002973059,637.4,0.004110636,637.4,0.001911372,637.4,0.001212004,637.4,0.002203009,637.4,0.00300289,637.4,0.002033365,637.4,0.002630112
638.1,-0.000205812,638.1,0.002313788,638.1,0.005501224,638.1,0.000534525,638.1,0.002884334,638.1,0.003436509,638.1,0.001818298,638.1,0.001059493,638.1,0.001632116,638.1,0.002678264,638.1,0.002320838,638.1,0.002110894
638.9,-0.00018361,638.9,0.002633897,638.9,0.002765332,638.9,0.001037212,638.9,0.003096137,638.9,0.003506277,638.9,0.001917247,638.9,0.001259997,638.9,0.001484806,638.9,0.003245651,638.9,0.003139618,638.9,0.002110844
639.6,0.000612267,639.6,0.006928254,639.6,0.003253909,639.6,0.001137363,639.6,0.00289655,639.6,0.003244676,639.6,0.001108177,639.6,0.001604645,639.6,0.001851825,639.6,0.003079631,639.6,0.003633956,639.6,0.002599219
640.3,0.00114227,640.3,0.002311411,640.3,0.003280671,640.3,0.001289407,640.3,0.002439038,640.3,0.00367739,640.3,0.001586522,640.3,0.0018204,640.3,0.0028631,640.3,0.003542478,640.3,0.003705069,640.3,0.002792588
641.1,0.001629891,641.1,0.004412256,641.1,0.006697506,641.1,0.001000524,641.1,0.001988177,641.1,0.003625816,641.1,0.001146954,641.1,0.002066902,641.1,0.002343321,641.1,0.002504386,641.1,0.002784034,641.1,0.00342894
641.8,0.001514182,641.8,0.008891265,641.8,0.007347046,641.8,0.001477936,641.8,0.001934494,641.8,0.00396748,641.8,0.001230071,641.8,0.001676599,641.8,0.001979736,641.8,0.002784803,641.8,0.002113139,641.8,0.003221301
642.6,0.001289413,642.6,0.008121771,642.6,0.003681338,642.6,0.001504552,642.6,0.001951617,642.6,0.004129134,642.6,0.000832275,642.6,0.001795321,642.6,0.002192282,642.6,0.002417063,642.6,0.001873706,642.6,0.003357165
643.3,0.000939391,643.3,0.003439623,643.3,0.009992238,643.3,0.001569497,643.3,0.002084584,643.3,0.004256982,643.3,0.001274288,643.3,0.001182729,643.3,0.002106581,643.3,0.003383408,643.3,0.002083293,643.3,0.002732554
644,0.001222187,644,0.006364012,644,0.003138319,644,0.001680932,644,0.001868855,644,0.003841355,644,0.001602681,644,0.001261484,644,0.003026306,644,0.003814927,644,0.003193267,644,0.002580474
644.8,0.000574974,644.8,0.000822943,644.8,0.001693721,644.8,0.00177743,644.8,0.002250269,644.8,0.003572765,644.8,0.001940208,644.8,0.000886283,644.8,0.001936549,644.8,0.003671154,644.8,0.003311209,644.8,0.001723156
645.5,0.000232872,645.5,0.000799375,645.5,0.006163998,645.5,0.000981624,645.5,0.001816794,645.5,0.002876659,645.5,0.001702145,645.5,0.001417801,645.5,0.002203737,645.5,0.002600622,645.5,0.002439535,645.5,0.001881909
646.3,2.72E-05,646.3,0.002561308,646.3,0.000990529,646.3,0.000645995,646.3,0.002361846,646.3,0.00302411,646.3,0.001315791,646.3,0.00167789,646.3,0.001781273,646.3,0.002315061,646.3,0.002361416,646.3,0.002307314
